col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Sham Comparator Arm Number,patient_data/sharing_ipd,Sham Comparator Arm Number,patient_data/sharing_ipd,num,cat,eta,0.03808977828798334,5.8117986167169335e-05,13438,9.03774691022627e-05
Drug intervention Number,duration_day,Drug intervention Number,duration_day,num,num,abs_spearman,0.03799066408339844,3.62583995503521e-15,42855,7.642249608365136e-15
Drug intervention Number,duration_year,Drug intervention Number,duration_year,num,num,abs_spearman,0.03799066408339844,3.62583995503521e-15,42855,7.642249608365136e-15
enrollment,oversight_info/has_dmc,enrollment,oversight_info/has_dmc,num,cat,eta,0.03792556333931531,1.8901602341792816e-13,37599,3.8156362160320994e-13
mortality_rate,responsible_party/responsible_party_type,mortality_rate,responsible_party/responsible_party_type,num,cat,eta,0.03790512065785671,2.5851811460347566e-06,17899,4.248793087233049e-06
Sham Comparator Arm Number,intervention_browse/mesh_term,Sham Comparator Arm Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.03789981569874824,1.8649041827648272e-23,69293,4.530094715709282e-23
No Intervention Arm Number,smiless,No Intervention Arm Number,smiless__n_items,num,num,abs_spearman,0.037894240740299394,1.8927190231080936e-23,69293,4.588689534071817e-23
Drug intervention Number,sae_YN,Drug intervention Number,sae_YN,num,num,abs_spearman,0.03781382637016803,4.1300626690725786e-07,17916,6.977026330826211e-07
enrollment,sponsors/lead_sponsor/agency_class,enrollment,sponsors/lead_sponsor/agency_class,num,cat,eta,0.03778394705463794,1.0537500437954061e-13,44446,2.1481286782867795e-13
Biological intervention Number,ipd_info_type-Study Protocol,Biological intervention Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.03776432258544418,0.07035907715825415,2297,0.08724666004903271
Dietary Supplement intervention Number,Experimental Arm Number,Dietary Supplement intervention Number,Experimental Arm Number,num,num,abs_spearman,0.03769423911171244,5.691980828493782e-26,78123,1.4345408071812423e-25
duration_month,ipd_info_type-Clinical Study Report (CSR),duration_month,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.03761485404186647,0.11804276683110251,1728,0.14288177085985862
completion_date,eligibility/gender,completion_date__days,eligibility/gender,num,cat,eta,0.037610048846594024,6.735021011813259e-14,42855,1.3820418839269982e-13
Other intervention Number,mortality_YN,Other intervention Number,mortality_YN,num,num,abs_spearman,0.037602570573992404,4.789520719960214e-07,17916,8.074599042809452e-07
biology_fail,duration_year,biology_fail,duration_year,num,num,abs_spearman,0.03753384580607719,8.758533550116207e-05,10917,0.00013493463032882065
biology_pass,duration_day,biology_pass,duration_day,num,num,abs_spearman,0.03753384580607719,8.758533550116207e-05,10917,0.00013493463032882065
biology_fail,duration_day,biology_fail,duration_day,num,num,abs_spearman,0.03753384580607719,8.758533550116207e-05,10917,0.00013493463032882065
biology_pass,duration_year,biology_pass,duration_year,num,num,abs_spearman,0.03753384580607719,8.758533550116207e-05,10917,0.00013493463032882065
condition_browse/mesh_term,study_design_info/allocation,condition_browse/mesh_term__n_items,study_design_info/allocation,num,cat,eta,0.03748783200765696,9.31251071237686e-21,62081,2.185230322970396e-20
Device intervention Number,icdcode,Device intervention Number,icdcode__n_items,num,num,abs_spearman,0.037477633069430326,1.447547663872963e-23,71221,3.530084342222094e-23
Device intervention Number,brief_title,Device intervention Number,brief_title__n_items,num,num,abs_spearman,0.037476292455088704,1.4527948395351214e-23,71221,3.5394070355340944e-23
biology_pass,duration_month,biology_pass,duration_month,num,num,abs_spearman,0.037408310045576515,9.248452911224168e-05,10917,0.00014230591631202513
biology_fail,duration_month,biology_fail,duration_month,num,num,abs_spearman,0.037408310045576515,9.248452911224168e-05,10917,0.00014230591631202513
MaskingType-Care Provider,Sham Comparator Arm Number,MaskingType-Care Provider,Sham Comparator Arm Number,num,num,abs_spearman,0.037386209717819245,8.043077274036351e-23,69142,1.9348545039671184e-22
dropout_YN,oversight_info/has_dmc,dropout_YN,oversight_info/has_dmc,num,cat,eta,0.037368890297169895,1.1205669801519373e-11,32996,2.175475738810597e-11
condition_browse/mesh_term,smiless,condition_browse/mesh_term__n_items,smiless__n_items,num,num,abs_spearman,0.037333630548247,1.2582964666791004e-26,81786,3.184181995618701e-26
oversight_info/is_fda_regulated_drug,study_design_info/masking_num,oversight_info/is_fda_regulated_drug,study_design_info/masking_num,cat,num,eta,0.03731074261999104,1.2076716751166234e-05,13750,1.9399250889882412e-05
Combination Product intervention Number,sae_rate,Combination Product intervention Number,sae_rate,num,num,abs_spearman,0.037267437032931366,6.048681291828021e-07,17916,1.0169805825570117e-06
eligibility/maximum_age,oversight_info/has_dmc,eligibility/maximum_age__years,oversight_info/has_dmc,num,cat,eta,0.037252054028772574,2.9075295966439048e-08,22159,5.106156217427635e-08
duration_year,ipd_info_type-Clinical Study Report (CSR),duration_year,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.03722076051126436,0.12194663658275497,1728,0.14703415424946437
duration_day,ipd_info_type-Clinical Study Report (CSR),duration_day,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.03722076051126436,0.12194663658275497,1728,0.14703415424946437
No Intervention Arm Number,completion_date,No Intervention Arm Number,completion_date__days,num,num,abs_spearman,0.037183740759329245,2.019933298979521e-14,42293,4.18643390155472e-14
enrollment,study_design_info/allocation,enrollment,study_design_info/allocation,num,cat,eta,0.0371633628130396,7.345428858609154e-12,33961,1.4327622224210164e-11
Placebo Comparator Arm Number,patient_data/sharing_ipd,Placebo Comparator Arm Number,patient_data/sharing_ipd,num,cat,eta,0.03711852718905668,9.499817331919123e-05,13438,0.00014599286375893025
Other intervention Number,failure_reason,Other intervention Number,failure_reason,num,cat,eta,0.03698127482855243,0.002960244783504232,10204,0.004137349992692922
Procedure intervention Number,location/facility/address/city,Procedure intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.036849321791743765,7.781356632220402e-23,71221,1.8737084526228392e-22
Procedure intervention Number,oversight_info/is_fda_regulated_device,Procedure intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.03682693756601532,9.292208282753201e-05,11258,0.00014289070286288184
Device intervention Number,Other Arm Number,Device intervention Number,Other Arm Number,num,num,abs_spearman,0.03680291942308835,3.2945653233357713e-22,69293,7.834444811951571e-22
brief_title,study_design_info/allocation,brief_title__n_items,study_design_info/allocation,num,cat,eta,0.03676799109943712,4.9986064117663475e-20,62081,1.1576455669374999e-19
Device intervention Number,No Intervention Arm Number,Device intervention Number,No Intervention Arm Number,num,num,abs_spearman,0.036726017138113964,4.016830520904715e-22,69293,9.524641072946771e-22
Genetic intervention Number,enrollment,Genetic intervention Number,enrollment,num,num,abs_spearman,0.036710741161099306,9.799522789813246e-15,44446,2.0446527399400432e-14
Drug intervention Number,sae_rate,Drug intervention Number,sae_rate,num,num,abs_spearman,0.036705678999798305,8.905811407639329e-07,17916,1.490299080672305e-06
MaskingType-Care Provider,oversight_info/is_fda_regulated_drug,MaskingType-Care Provider,oversight_info/is_fda_regulated_drug,num,cat,eta,0.036605429656129215,1.759451433780785e-05,13750,2.8081161290592492e-05
intervention/intervention_type,oversight_info/has_dmc,intervention/intervention_type__n_items,oversight_info/has_dmc,num,cat,eta,0.0365443648898814,4.726280319024394e-15,45926,9.944798131054717e-15
Device intervention Number,eligibility/maximum_age,Device intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.036536898710372176,1.1121157029492184e-12,37908,2.2108860174630463e-12
Experimental Arm Number,condition,Experimental Arm Number,condition__n_items,num,num,abs_spearman,0.03641152481747544,2.42529642442716e-24,78123,5.984966846774074e-24
Device intervention Number,approval_outcome,Device intervention Number,approval_outcome,num,num,abs_spearman,0.036391522372846714,1.5859145393485685e-08,24108,2.8170104576706168e-08
Genetic intervention Number,sponsors/lead_sponsor/agency_class,Genetic intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.03635546746349666,2.7541302047659346e-20,71221,6.402257772538211e-20
Active Comparator Arm Number,execution_fail,Active Comparator Arm Number,execution_fail,num,num,abs_spearman,0.036279177228981836,1.1337188935178056e-13,41854,2.3035907198624257e-13
Active Comparator Arm Number,execution_pass,Active Comparator Arm Number,execution_pass,num,num,abs_spearman,0.036279177228981836,1.1337188935178056e-13,41854,2.3035907198624257e-13
No Intervention Arm Number,eligibility/gender,No Intervention Arm Number,eligibility/gender,num,cat,eta,0.036207867994733814,1.825714846423973e-20,69293,4.260001308322604e-20
Genetic intervention Number,number_of_arms,Genetic intervention Number,number_of_arms,num,num,abs_spearman,0.03619064554986531,1.5786407532801916e-21,69293,3.729013566446081e-21
MaskingType-Investigator,oversight_info/has_dmc,MaskingType-Investigator,oversight_info/has_dmc,num,cat,eta,0.036169370965250934,9.5822488789801e-15,45821,2.0009990306105502e-14
patient_data/sharing_ipd,smiless,patient_data/sharing_ipd,smiless__n_items,cat,num,eta,0.0361494327335854,0.00014611447006330228,13510,0.0002226207591093232
MaskingType-Investigator,eligibility/healthy_volunteers,MaskingType-Investigator,eligibility/healthy_volunteers,num,cat,eta,0.03585085184757857,1.8384181486242117e-24,81014,4.5593503985340974e-24
eligibility/maximum_age,failure_reason,eligibility/maximum_age__years,failure_reason,num,cat,eta,0.035669162847390926,0.008992894356542595,9095,0.012125524946287764
oversight_info/has_dmc,smiless,oversight_info/has_dmc,smiless__n_items,cat,num,eta,0.03554235139622038,2.55547675298491e-14,45926,5.2831611740162244e-14
Combination Product intervention Number,duration_day,Combination Product intervention Number,duration_day,num,num,abs_spearman,0.0354679990647292,2.06550838871717e-13,42855,4.1628453738541505e-13
Combination Product intervention Number,duration_year,Combination Product intervention Number,duration_year,num,num,abs_spearman,0.0354679990647292,2.06550838871717e-13,42855,4.1628453738541505e-13
intervention/intervention_name,ipd_info_type-Statistical Analysis Plan (SAP),intervention/intervention_name__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.0353831661074938,0.08999619482764976,2297,0.11049433999343362
failure_reason,study_design_info/allocation,failure_reason,study_design_info/allocation,cat,cat,cramers_v,0.03534081919617063,0.00038279156610413585,14646,0.0005696030190232202
Combination Product intervention Number,duration_month,Combination Product intervention Number,duration_month,num,num,abs_spearman,0.03527753399742591,2.7722264966128036e-13,42855,5.569104966922245e-13
Behavioral intervention Number,study_design_info/allocation,Behavioral intervention Number,study_design_info/allocation,num,cat,eta,0.03526552110948805,1.5044799560249021e-18,62081,3.3956700188209643e-18
number_of_arms,oversight_info/has_dmc,number_of_arms,oversight_info/has_dmc,num,cat,eta,0.03522503217782919,8.446803114953714e-14,44864,1.727597180301233e-13
Radiation intervention Number,dropout_YN,Radiation intervention Number,dropout_YN,num,num,abs_spearman,0.035213217688309775,5.445324806158917e-12,38302,1.0646445431396467e-11
MaskingType-Care Provider,intervention/intervention_type,MaskingType-Care Provider,intervention/intervention_type__n_items,num,num,abs_spearman,0.03515084007979837,1.2764244274011044e-23,81170,3.1188935123812634e-23
Experimental Arm Number,oversight_info/is_fda_regulated_device,Experimental Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.03514621100624784,4.0059265840354095e-05,13650,6.264775054328503e-05
condition,eligibility/gender,condition__n_items,eligibility/gender,num,cat,eta,0.03506602346073861,9.38401246799753e-20,71221,2.167218492841437e-19
location/facility/address/city,oversight_info/is_fda_regulated_device,location/facility/address/city__n_items,oversight_info/is_fda_regulated_device,num,cat,eta,0.03502870807205077,4.1800566002116005e-05,13676,6.52887533094018e-05
MaskingType-Participant,smiless,MaskingType-Participant,smiless__n_items,num,num,abs_spearman,0.03500284704463498,1.9543817529566524e-23,81170,4.733565941615284e-23
MaskingType-Participant,ipd_info_type-Analytic Code,MaskingType-Participant,ipd_info_type-Analytic Code,num,num,abs_spearman,0.03498024775297493,0.09371866993876594,2297,0.1148377193283202
Genetic intervention Number,study_design_info/masking_num,Genetic intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.03494056019623472,1.3615338791282626e-20,70854,3.188889434150549e-20
Procedure intervention Number,smiless,Procedure intervention Number,smiless__n_items,num,num,abs_spearman,0.03490329536689058,1.1921543745762716e-20,71221,2.794814736624561e-20
oversight_info/is_fda_regulated_device,study_design_info/intervention_model,oversight_info/is_fda_regulated_device,study_design_info/intervention_model,cat,cat,cramers_v,0.03486341470489227,0.0023381951604507143,13636,0.0032920198151388243
biology_fail,study_design_info/intervention_model,biology_fail,study_design_info/intervention_model,num,cat,eta,0.03484066528279923,2.6288892649685835e-08,33798,4.6266216879935924e-08
biology_pass,study_design_info/intervention_model,biology_pass,study_design_info/intervention_model,num,cat,eta,0.03484066528279922,2.6288892649685927e-08,33798,4.6266216879935924e-08
eligibility/maximum_age,ipd_info_type-Study Protocol,eligibility/maximum_age__years,ipd_info_type-Study Protocol,num,num,abs_spearman,0.03477922386566863,0.24568081464237276,1116,0.2830397887743608
Radiation intervention Number,condition_browse/mesh_term,Radiation intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.03474964639369334,2.770374361193444e-23,81786,6.696867984013335e-23
intervention/intervention_name,ipd_info_type-Clinical Study Report (CSR),intervention/intervention_name__n_items,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.03467759782579185,0.10835962963946244,2145,0.13160981410267067
