col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
biology_pass,sae_YN,biology_pass,sae_YN,num,num,abs_spearman,0.08340787832010674,2.0508755133449775e-10,5792,3.8609285232289913e-10
biology_fail,sae_YN,biology_fail,sae_YN,num,num,abs_spearman,0.08340787832010674,2.0508755133449775e-10,5792,3.8609285232289913e-10
ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_drug,ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_drug,num,cat,eta,0.08338283405853385,0.0014445635369480683,1457,0.002064255543022398
Biological intervention Number,mortality_rate,Biological intervention Number,mortality_rate,num,num,abs_spearman,0.08323165165731461,6.456991117792082e-29,17916,1.6731619319826198e-28
MaskingType-Investigator,intervention_browse/mesh_term,MaskingType-Investigator,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.08319098981455045,1.3227388310624171e-124,81170,7.038556734882456e-124
icdcode,ipd_info_type-Statistical Analysis Plan (SAP),icdcode__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.08301402653801222,6.79572598801532e-05,2297,0.00010521731514154561
condition_browse/mesh_term,dropout_rate,condition_browse/mesh_term__n_items,dropout_rate,num,num,abs_spearman,0.08293230012853334,1.9578927958278467e-59,38302,6.776272420100555e-59
Behavioral intervention Number,Drug intervention Number,Behavioral intervention Number,Drug intervention Number,num,num,abs_spearman,0.08291839259740108,1.0047108929172168e-124,81786,5.357739418238806e-124
MaskingType-Investigator,approval_outcome,MaskingType-Investigator,approval_outcome,num,num,abs_spearman,0.08276237878910328,2.7883973037833737e-47,30351,8.782214575287305e-47
dropout_YN,number_of_arms,dropout_YN,number_of_arms,num,num,abs_spearman,0.0826841210114973,1.1612841077107323e-58,38016,4.008043066196069e-58
Experimental Arm Number,study_design_info/masking,Experimental Arm Number,study_design_info/masking,num,cat,eta,0.08262493059754496,3.013816837265959e-95,72860,1.3445843519938793e-94
Diagnostic Test intervention Number,study_design_info/primary_purpose,Diagnostic Test intervention Number,study_design_info/primary_purpose,num,cat,eta,0.08251108838278685,3.5768607791287755e-98,70604,1.6190344328114768e-97
biology_fail,sponsors/lead_sponsor/agency_class,biology_fail,sponsors/lead_sponsor/agency_class,num,cat,eta,0.08242526405440395,4.921354236618176e-35,23862,1.3741084582018166e-34
biology_pass,sponsors/lead_sponsor/agency_class,biology_pass,sponsors/lead_sponsor/agency_class,num,cat,eta,0.08242526405440392,4.921354236618036e-35,23862,1.3741084582018166e-34
eligibility/minimum_age,ipd_info_type-Informed Consent Form (ICF),eligibility/minimum_age__years,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.0817903774979734,0.00017344919829306065,2103,0.0002628178400964974
Other Arm Number,study_design_info/primary_purpose,Other Arm Number,study_design_info/primary_purpose,num,cat,eta,0.08167329222339954,9.205491530762961e-107,77416,4.494233095077792e-106
dropout_YN,ipd_info_type-Statistical Analysis Plan (SAP),dropout_YN,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.08161662964596791,0.00017780701428199113,2105,0.00026925681321800606
condition,study_design_info/primary_purpose,condition__n_items,study_design_info/primary_purpose,num,cat,eta,0.08151964424392538,1.6110051640023884e-110,80983,8.087571378880677e-110
condition,sae_rate,condition__n_items,sae_rate,num,num,abs_spearman,0.08148797561520955,8.789832961385535e-28,17916,2.2518283411384592e-27
Biological intervention Number,approval_outcome,Biological intervention Number,approval_outcome,num,num,abs_spearman,0.08143288508817338,2.6224013543970514e-46,30683,8.12552040608064e-46
Active Comparator Arm Number,MaskingType-Care Provider,Active Comparator Arm Number,MaskingType-Care Provider,num,num,abs_spearman,0.08115282176613021,2.337714113033373e-101,69142,1.0919585659563782e-100
Other intervention Number,icdcode,Other intervention Number,icdcode__n_items,num,num,abs_spearman,0.08113369620175724,2.6781078333575873e-104,71221,1.2947661412244366e-103
intervention/intervention_name,phase,intervention/intervention_name__n_items,phase,num,cat,eta,0.08111478949784637,1.0877791386248255e-116,81786,5.608155932536705e-116
completion_date,phase,completion_date__days,phase,num,cat,eta,0.08091540989919657,1.010810903894253e-60,42855,3.5279004159792395e-60
biology_fail,mortality_rate,biology_fail,mortality_rate,num,num,abs_spearman,0.08064020859887581,7.95493009052231e-10,5792,1.466468937310678e-09
biology_pass,mortality_rate,biology_pass,mortality_rate,num,num,abs_spearman,0.08064020859887581,7.95493009052231e-10,5792,1.466468937310678e-09
intervention/intervention_type,study_design_info/masking,intervention/intervention_type__n_items,study_design_info/masking,num,cat,eta,0.08044016327160805,9.922475585374766e-93,75043,4.371870891783031e-92
Biological intervention Number,mortality_YN,Biological intervention Number,mortality_YN,num,num,abs_spearman,0.08041211028951316,4.282468861428376e-27,17916,1.0892461740685275e-26
oversight_info/is_fda_regulated_drug,sponsors/lead_sponsor/agency_class,oversight_info/is_fda_regulated_drug,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.08040642090067768,8.346762703822373e-16,11339,1.785000457745146e-15
Procedure intervention Number,approval_outcome,Procedure intervention Number,approval_outcome,num,num,abs_spearman,0.07990623358570563,1.8868250643389875e-35,24108,5.334198276316706e-35
enrollment,study_design_info/intervention_model,enrollment,study_design_info/intervention_model,num,cat,eta,0.0798563425703509,6.527161166623613e-60,44158,2.2685308390293256e-59
ipd_info_type-Informed Consent Form (ICF),start_date,ipd_info_type-Informed Consent Form (ICF),start_date__days,num,num,abs_spearman,0.0797499652531923,0.0009065452431213384,1728,0.001316636428495924
MaskingType-Participant,Other Arm Number,MaskingType-Participant,Other Arm Number,num,num,abs_spearman,0.07966110945416378,6.36820378466763e-110,77947,3.177708113433546e-109
Radiation intervention Number,phase,Radiation intervention Number,phase,num,cat,eta,0.07965441551318968,1.6797767492056249e-112,81786,8.536288797087889e-112
mortality_rate,oversight_info/is_fda_regulated_drug,mortality_rate,oversight_info/is_fda_regulated_drug,num,cat,eta,0.07963217218579412,3.6259814620852436e-16,10445,7.81488632548294e-16
MaskingType-Investigator,No Intervention Arm Number,MaskingType-Investigator,No Intervention Arm Number,num,num,abs_spearman,0.07945159092024903,3.211153570488671e-97,69142,1.4429867310423774e-96
Biological intervention Number,ipd_info_type-Analytic Code,Biological intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.07942835458176921,0.00013856573099074707,2297,0.0002113786626838591
failure_reason,intervention_browse/mesh_term,failure_reason,intervention_browse/mesh_term__n_items,cat,num,eta,0.0793061073746117,3.266440528000134e-28,20769,8.411507473658376e-28
Placebo Comparator Arm Number,execution_pass,Placebo Comparator Arm Number,execution_pass,num,num,abs_spearman,0.07911557106175174,3.525686632169135e-71,50684,1.3646933459408567e-70
Placebo Comparator Arm Number,execution_fail,Placebo Comparator Arm Number,execution_fail,num,num,abs_spearman,0.07911557106175174,3.525686632169135e-71,50684,1.3646933459408567e-70
condition_browse/mesh_term,number_of_arms,condition_browse/mesh_term__n_items,number_of_arms,num,num,abs_spearman,0.07900868430100981,2.1428954080219187e-108,78123,1.056566485899696e-107
ipd_info_type-Informed Consent Form (ICF),smiless,ipd_info_type-Informed Consent Form (ICF),smiless__n_items,num,num,abs_spearman,0.07867054742705343,0.0002652283750981366,2145,0.0003980027247094622
dropout_rate,oversight_info/has_dmc,dropout_rate,oversight_info/has_dmc,num,cat,eta,0.07840520135844785,3.690815348348402e-46,32996,1.1407557388862908e-45
Genetic intervention Number,Other intervention Number,Genetic intervention Number,Other intervention Number,num,num,abs_spearman,0.0783282447194293,2.54559452022453e-97,71221,1.1459786925286155e-96
mortality_YN,sponsors/lead_sponsor/agency_class,mortality_YN,sponsors/lead_sponsor/agency_class,num,cat,eta,0.07820117479869969,1.1652213574419426e-23,17916,2.85559671917478e-23
ipd_info_type-Analytic Code,sae_rate,ipd_info_type-Analytic Code,sae_rate,num,num,abs_spearman,0.07819083436483816,0.0008477390644551552,1818,0.0012348367967005046
Procedure intervention Number,start_date,Procedure intervention Number,start_date__days,num,num,abs_spearman,0.07814510849412719,4.923065130965871e-59,42855,1.7015044298261735e-58
No Intervention Arm Number,study_design_info/primary_purpose,No Intervention Arm Number,study_design_info/primary_purpose,num,cat,eta,0.07805258122646472,1.0271658418227093e-85,68722,4.37822833092527e-85
Behavioral intervention Number,responsible_party/responsible_party_type,Behavioral intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.07803084512599888,9.626316754667331e-91,67878,4.218941293712225e-90
icdcode,intervention/intervention_name,icdcode__n_items,intervention/intervention_name__n_items,num,num,abs_spearman,0.07793441177120425,2.2853102886406693e-110,81786,1.1449588845306579e-109
Device intervention Number,phase,Device intervention Number,phase,num,cat,eta,0.07785155825960377,1.6091825783521057e-93,71221,7.128019085926886e-93
patient_data/sharing_ipd,sae_rate,patient_data/sharing_ipd,sae_rate,cat,num,eta,0.07761559720113863,9.129474434675294e-14,9941,1.8626226576492696e-13
ipd_info_type-Clinical Study Report (CSR),sae_rate,ipd_info_type-Clinical Study Report (CSR),sae_rate,num,num,abs_spearman,0.07757825711672192,0.000931302799348794,1818,0.0013518034207837342
eligibility/gender,sae_rate,eligibility/gender,sae_rate,cat,num,eta,0.07757400521601511,3.324941922219688e-24,17916,8.196905433249925e-24
MaskingType-Investigator,Other Arm Number,MaskingType-Investigator,Other Arm Number,num,num,abs_spearman,0.07747780316401205,4.560030730159164e-104,77947,2.1960613109390548e-103
condition,study_design_info/intervention_model,condition__n_items,study_design_info/intervention_model,num,cat,eta,0.07747418604834214,4.3343707437494993e-104,80897,2.0914390870325254e-103
MaskingType-Outcomes Assessor,location/facility/address/city,MaskingType-Outcomes Assessor,location/facility/address/city__n_items,num,num,abs_spearman,0.07744399728649935,3.3840807344406037e-108,81170,1.6652357673435445e-107
Procedure intervention Number,failure_reason,Procedure intervention Number,failure_reason,num,cat,eta,0.07742328699754593,3.0560048301897376e-13,10204,6.13422617368457e-13
execution_pass,intervention_browse/mesh_term,execution_pass,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.07726117261467147,1.1097109602073328e-70,52772,4.2359934502537975e-70
execution_fail,intervention_browse/mesh_term,execution_fail,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.07726117261467147,1.1097109602073328e-70,52772,4.2359934502537975e-70
completion_date,ipd_info_type-Study Protocol,completion_date__days,ipd_info_type-Study Protocol,num,num,abs_spearman,0.0772153971444568,0.0013169616394914775,1728,0.0018895205970763983
duration_year,eligibility/minimum_age,duration_year,eligibility/minimum_age__years,num,num,abs_spearman,0.07709258847785919,2.302358172250584e-56,41982,7.805402534846796e-56
duration_day,eligibility/minimum_age,duration_day,eligibility/minimum_age__years,num,num,abs_spearman,0.07709258847785919,2.302358172250584e-56,41982,7.805402534846796e-56
duration_month,eligibility/minimum_age,duration_month,eligibility/minimum_age__years,num,num,abs_spearman,0.07705409778863692,2.6109436418398087e-56,41982,8.815482268983594e-56
MaskingType-Outcomes Assessor,Radiation intervention Number,MaskingType-Outcomes Assessor,Radiation intervention Number,num,num,abs_spearman,0.07702023844961887,4.925133858029083e-107,81170,2.4092436293705257e-106
Placebo Comparator Arm Number,study_design_info/primary_purpose,Placebo Comparator Arm Number,study_design_info/primary_purpose,num,cat,eta,0.07698922895720922,2.4096729256944323e-94,77416,1.0712052272541439e-93
intervention/intervention_type,ipd_info_type-Analytic Code,intervention/intervention_type__n_items,ipd_info_type-Analytic Code,num,num,abs_spearman,0.07677413004708387,0.00023051448912300788,2297,0.0003469585133074952
ipd_info_type-Study Protocol,location/facility/address/city,ipd_info_type-Study Protocol,location/facility/address/city__n_items,num,num,abs_spearman,0.07652631866966604,0.00024154028905410402,2297,0.00036333390938223274
start_date,study_design_info/masking_num,start_date__days,study_design_info/masking_num,num,num,abs_spearman,0.07646722731804577,2.5786386587882905e-56,42635,8.718254513046125e-56
Behavioral intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Behavioral intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.07645458448545465,0.000244823058247494,2297,0.00036804918314883395
MaskingType-Care Provider,start_date,MaskingType-Care Provider,start_date__days,num,num,abs_spearman,0.07637600914264753,3.481238424077636e-56,42635,1.1737961307778732e-55
dropout_YN,study_design_info/allocation,dropout_YN,study_design_info/allocation,num,cat,eta,0.07635921452315998,8.808260535917275e-39,29014,2.5481405624859634e-38
Other Arm Number,study_design_info/masking_num,Other Arm Number,study_design_info/masking_num,num,num,abs_spearman,0.07625226411827643,7.475242467170069e-101,77947,3.472145332881798e-100
biology_pass,completion_date,biology_pass,completion_date__days,num,num,abs_spearman,0.07618666430391209,1.573998880006112e-15,10917,3.343065997277939e-15
biology_fail,completion_date,biology_fail,completion_date__days,num,num,abs_spearman,0.07618666430391209,1.573998880006112e-15,10917,3.343065997277939e-15
MaskingType-Participant,start_date,MaskingType-Participant,start_date__days,num,num,abs_spearman,0.0761225132026401,8.000895207076523e-56,42635,2.6904228132050282e-55
Radiation intervention Number,oversight_info/has_dmc,Radiation intervention Number,oversight_info/has_dmc,num,cat,eta,0.0760977567144606,5.915327907946513e-60,45926,2.0587660856088354e-59
Biological intervention Number,phase,Biological intervention Number,phase,num,cat,eta,0.07607212660537178,1.4881668151942337e-102,81786,7.057432320148227e-102
Procedure intervention Number,ipd_info_type-Clinical Study Report (CSR),Procedure intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.07588425637317364,0.0004355693394457169,2145,0.0006458173081877127
condition,study_design_info/masking,condition__n_items,study_design_info/masking,num,cat,eta,0.0758444673458032,2.44446721031349e-81,75043,1.0124168362715036e-80
